index,QaA,QaE,QbA,QbE,QcA,QcE,QdA,QdE,QeA,QeE,QfA,QfE,QgA,QgE,QhA,QhE,QiA,QiE,QjA,QjE,QkA,QkE,QlA,QlE,QmA,QmE,QnA,QnE,QoA,QoE,QpA,QpE,QqA,QqE,QrA,QrE,QsA,QsE,QtA,QtE,age_group,education,engnat,familysize,gender,hand,married,race,religion,tp01,tp02,tp03,tp04,tp05,tp06,tp07,tp08,tp09,tp10,urban,voted,wf_01,wf_02,wf_03,wr_01,wr_02,wr_03,wr_04,wr_05,wr_06,wr_07,wr_08,wr_09,wr_10,wr_11,wr_12,wr_13
29942,2.0,791,1.0,825,1.0,772,4.0,2431,1.0,1024,4.0,939,1.0,546,1.0,987,5.0,1612,1.0,1727,5.0,1074,4.0,738,1.0,549,4.0,912,1.0,693,3.0,966,5.0,698,4.0,1870,2.0,1461,1.0,661,10s,2,2,1,Male,1,1,White,Agnostic,4,3,2,1,4,1,1,4,5,6,3,2,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0
29943,5.0,2027,2.0,1452,3.0,706,2.0,937,1.0,784,4.0,702,4.0,1623,2.0,1772,3.0,2312,4.0,951,5.0,786,5.0,873,5.0,583,4.0,554,4.0,1120,3.0,1199,5.0,640,4.0,1285,4.0,996,3.0,1866,50s,2,1,2,Female,1,1,White,Christian_Other,2,5,1,1,0,3,0,2,1,5,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
29944,1.0,534,3.0,1644,4.0,1099,1.0,534,1.0,1114,1.0,694,1.0,445,1.0,1878,2.0,1440,4.0,1027,4.0,2325,5.0,1074,4.0,1007,1.0,384,4.0,766,4.0,1010,2.0,434,2.0,1038,5.0,693,4.0,1912,20s,2,1,2,Male,1,1,White,Buddhist,6,3,6,4,2,0,5,2,3,6,2,2,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1
29945,2.0,805,5.0,1551,5.0,689,2.0,1347,1.0,1601,5.0,495,4.0,2815,4.0,1247,5.0,842,3.0,1814,5.0,1468,4.0,3875,4.0,668,2.0,929,5.0,764,4.0,2633,2.0,494,5.0,516,5.0,720,5.0,626,20s,3,1,2,Male,1,1,Asian,Christian_Catholic,1,2,5,5,0,3,3,6,0,3,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
29946,1.0,2011,5.0,1357,5.0,4349,1.0,787,1.0,745,1.0,1254,5.0,1105,5.0,1231,2.0,3139,5.0,5549,5.0,2160,4.0,2319,1.0,1369,1.0,32651,2.0,1256,5.0,660,1.0,995,1.0,4085,1.0,1173,5.0,1086,30s,2,1,2,Male,1,2,White,Christian_Protestant,6,0,0,2,0,6,2,4,2,5,1,2,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
29947,3.0,715,5.0,701,5.0,870,1.0,514,1.0,1049,1.0,435,1.0,598,5.0,1657,1.0,1104,5.0,916,1.0,986,5.0,728,5.0,501,1.0,380,5.0,506,5.0,1255,1.0,677,1.0,1001,5.0,382,5.0,795,10s,1,2,1,Male,1,1,White,Christian_Other,5,2,0,6,3,0,5,5,0,3,3,2,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
29948,4.0,575,3.0,1017,4.0,861,1.0,566,3.0,1692,1.0,408,1.0,626,5.0,1019,2.0,1422,4.0,1191,4.0,1499,1.0,993,5.0,781,1.0,387,4.0,462,3.0,1743,4.0,634,1.0,868,4.0,713,5.0,754,10s,2,1,5,Male,1,1,White,Agnostic,6,1,5,4,2,0,2,1,4,1,2,2,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
29949,2.0,27,2.0,29,2.0,27,2.0,50,2.0,27,2.0,48,2.0,53,2.0,27,2.0,27,2.0,2553,2.0,247,2.0,27,2.0,81,3.0,764,2.0,45,2.0,27,2.0,32,2.0,25,2.0,100,2.0,25,20s,3,1,2,Male,1,1,White,Sikh,6,6,6,1,3,6,5,0,6,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0
29950,1.0,255,5.0,764,5.0,446,1.0,574,4.0,1049,1.0,283,1.0,325,5.0,1360,1.0,1732,4.0,816,1.0,706,5.0,656,5.0,448,1.0,572,5.0,490,5.0,888,3.0,403,1.0,415,5.0,463,4.0,693,10s,1,1,2,Male,1,1,White,Christian_Catholic,0,1,0,6,2,6,0,6,2,6,2,2,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1
29951,1.0,332,5.0,5465,5.0,906,1.0,1015,5.0,479,5.0,1784,1.0,1293,5.0,3576,5.0,534,5.0,1353,5.0,287,5.0,316,5.0,560,1.0,1351,1.0,1225,5.0,1193,1.0,610,1.0,1366,5.0,4954,5.0,1014,10s,1,1,3,Male,2,1,Black,Christian_Protestant,2,2,1,5,5,0,5,2,4,4,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
29952,1.0,1066,1.0,1514,4.0,540,1.0,981,1.0,885,1.0,430,2.0,577,3.0,1226,1.0,2066,4.0,1021,2.0,961,5.0,1011,5.0,776,1.0,574,1.0,791,1.0,890,3.0,687,5.0,1335,2.0,935,3.0,897,10s,2,1,3,Male,1,1,White,Christian_Catholic,3,1,6,2,0,1,0,0,5,6,1,2,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
29953,3.0,1381,4.0,2761,5.0,764,1.0,1141,1.0,948,1.0,685,1.0,778,5.0,1357,1.0,3081,5.0,1051,1.0,1923,5.0,1099,5.0,733,1.0,489,5.0,548,4.0,1035,2.0,855,1.0,1652,4.0,1035,5.0,949,60s,3,1,2,Male,1,2,White,Atheist,7,7,7,7,7,7,7,7,1,7,3,2,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
29954,3.0,295,1.0,1555,5.0,325,1.0,1451,5.0,560,5.0,398,3.0,549,1.0,1374,5.0,1455,5.0,535,3.0,1246,3.0,806,4.0,557,4.0,631,5.0,481,5.0,348,3.0,151,3.0,1754,5.0,617,5.0,771,30s,4,2,5,Male,1,1,Asian,Hindu,0,2,6,0,0,0,0,0,7,6,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1
29955,3.0,575,4.0,1182,5.0,482,1.0,842,5.0,563,1.0,2034,1.0,516,4.0,1114,4.0,5032,5.0,1362,5.0,1193,5.0,606,2.0,954,2.0,389,5.0,433,1.0,1353,3.0,4732,1.0,694,5.0,452,5.0,780,30s,4,1,4,Male,1,1,Black,Christian_Protestant,4,2,5,3,1,1,4,1,3,5,2,2,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
29956,4.0,359,3.0,1071,4.0,1520,1.0,854,4.0,1002,2.0,561,4.0,598,1.0,1049,5.0,1260,2.0,846,5.0,4024,5.0,739,2.0,1088,2.0,471,4.0,1278,2.0,1012,4.0,523,1.0,810,3.0,627,2.0,794,40s,3,1,2,Female,2,3,White,Christian_Protestant,1,5,1,5,0,5,1,5,3,5,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
29957,1.0,1749,1.0,3017,2.0,5328,1.0,331,1.0,12246,4.0,3772,4.0,1183,3.0,2296,5.0,4753,4.0,4054,5.0,2619,3.0,2647,4.0,2770,5.0,1701,2.0,260,4.0,4568,2.0,782,4.0,2444,2.0,985,2.0,6511,30s,2,2,2,Male,1,1,White,Christian_Catholic,4,4,2,6,0,5,1,4,4,6,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1
29958,2.0,468,4.0,1086,5.0,1042,2.0,800,1.0,1112,3.0,974,1.0,2341,2.0,998,2.0,1255,4.0,1143,5.0,636,5.0,878,3.0,507,5.0,557,4.0,907,1.0,946,4.0,705,4.0,1435,2.0,1050,3.0,745,30s,3,1,2,Female,1,2,White,Christian_Protestant,0,5,0,2,0,5,3,6,1,6,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
29959,1.0,476,1.0,1491,4.0,1716,5.0,1075,5.0,1563,2.0,1788,1.0,587,1.0,1359,4.0,2166,5.0,2479,5.0,1050,5.0,1240,4.0,2671,2.0,954,2.0,664,1.0,816,1.0,609,1.0,616,5.0,781,3.0,1704,10s,1,1,4,Female,1,1,White,Jewish,2,3,0,2,2,4,0,6,6,6,2,2,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1
29960,1.0,371,5.0,1303,4.0,117,1.0,363,2.0,895,1.0,323,2.0,914,5.0,939,2.0,1560,5.0,1409,4.0,3025,5.0,989,4.0,2544,1.0,260,3.0,1041,5.0,411,1.0,327,2.0,522,5.0,451,5.0,648,10s,2,1,2,Male,1,1,White,Christian_Protestant,1,1,0,4,2,4,4,6,1,2,1,2,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
29961,1.0,526,2.0,3257,5.0,664,1.0,989,2.0,1733,1.0,502,1.0,738,4.0,1703,4.0,2093,2.0,3296,5.0,849,5.0,908,1.0,1289,1.0,506,4.0,1060,1.0,868,2.0,796,1.0,771,1.0,1124,5.0,2518,10s,2,2,0,Female,1,1,Asian,Muslim,2,1,1,0,2,0,0,2,1,4,3,2,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
29962,2.0,338,1.0,588,5.0,450,1.0,492,2.0,578,1.0,507,2.0,515,4.0,1121,4.0,1141,4.0,723,4.0,774,3.0,1306,2.0,543,4.0,354,4.0,607,5.0,627,1.0,255,2.0,458,5.0,709,2.0,427,10s,2,1,3,Male,1,1,White,Christian_Other,6,1,1,2,2,0,2,2,1,2,1,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
29963,1.0,329,2.0,1009,4.0,597,1.0,1728,2.0,885,2.0,1121,2.0,946,5.0,331,4.0,2215,5.0,483,2.0,2566,5.0,411,4.0,607,2.0,1825,4.0,1291,5.0,1350,1.0,1143,2.0,2437,5.0,440,4.0,631,10s,2,2,3,Female,1,1,White,Muslim,2,2,0,1,0,2,4,2,1,6,2,2,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1
29964,3.0,331,4.0,1252,4.0,1041,3.0,1153,3.0,3370,2.0,806,4.0,523,3.0,979,2.0,643,3.0,943,4.0,835,4.0,791,4.0,479,4.0,706,3.0,1133,4.0,642,4.0,393,4.0,893,5.0,319,5.0,551,10s,1,1,2,Female,1,1,Asian,Atheist,5,5,3,5,2,0,3,2,2,3,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
29965,2.0,1305,2.0,2228,5.0,1217,2.0,1180,2.0,1473,1.0,854,2.0,1350,1.0,1412,2.0,1502,4.0,952,2.0,2668,4.0,1625,4.0,1651,1.0,729,4.0,2827,4.0,1456,2.0,929,2.0,1016,1.0,1316,2.0,2522,40s,2,1,3,Female,1,3,White,Other,1,2,4,5,1,6,1,0,5,5,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
29966,2.0,538,2.0,121160,2.0,3203,1.0,1458,1.0,2011,1.0,1135,4.0,1319,1.0,2930,5.0,2043,4.0,1434,5.0,1120,5.0,1161,4.0,1674,5.0,512,1.0,1032,1.0,1490,5.0,1336,3.0,3811,1.0,2425,2.0,1707,20s,2,1,2,Female,1,1,White,Christian_Catholic,2,2,1,2,0,5,2,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29967,1.0,1528,1.0,2670,2.0,1646,2.0,1131,4.0,1461,2.0,1213,2.0,959,1.0,2749,4.0,2651,2.0,2114,5.0,1504,4.0,2377,4.0,1755,4.0,1827,2.0,1269,1.0,1192,4.0,911,2.0,1568,4.0,1221,2.0,1087,60s,3,1,5,Female,2,1,White,Christian_Protestant,5,4,0,4,4,1,2,4,2,2,3,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
29968,1.0,492,5.0,2410,5.0,1063,1.0,1277,1.0,1497,1.0,2313,1.0,1375,5.0,1846,1.0,3807,5.0,1481,1.0,1349,5.0,1188,5.0,838,1.0,808,5.0,1256,5.0,1767,1.0,674,1.0,1022,5.0,3124,5.0,1704,40s,1,2,2,Male,1,1,White,Agnostic,6,0,0,0,6,2,0,2,0,6,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29969,1.0,298,1.0,2246,4.0,1348,1.0,523,1.0,1174,1.0,518,1.0,631,5.0,2048,1.0,1234,5.0,1248,5.0,2398,5.0,895,4.0,595,1.0,388,5.0,482,4.0,619,5.0,881,1.0,884,4.0,881,5.0,1123,20s,3,2,2,Male,1,1,White,Christian_Protestant,0,1,1,5,0,5,2,4,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
29970,1.0,521,5.0,784,5.0,667,1.0,623,1.0,627,1.0,328,1.0,514,1.0,494,1.0,1639,5.0,1121,1.0,459,5.0,764,5.0,1002,1.0,314,5.0,338,5.0,468,1.0,359,1.0,618,5.0,423,5.0,512,10s,1,1,1,Male,1,1,White,Other,1,0,0,6,0,2,6,2,3,6,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
29971,1.0,492,5.0,1758,5.0,502,3.0,638,1.0,1129,5.0,1037,5.0,442,1.0,201,3.0,2030,3.0,1821,3.0,1292,3.0,11371,3.0,1126,5.0,667,5.0,1003,4.0,688,2.0,778,5.0,1255,3.0,719,5.0,1886,10s,2,2,1,Female,1,1,White,Christian_Other,3,0,0,2,0,2,2,6,3,6,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
29972,1.0,320,1.0,768,4.0,623,1.0,752,3.0,1919,1.0,783,2.0,1229,3.0,1007,1.0,983,4.0,976,2.0,623,5.0,1025,4.0,2160,2.0,412,4.0,902,2.0,753,2.0,1097,2.0,1810,4.0,517,3.0,2011,30s,3,2,2,Female,1,1,White,Atheist,4,1,2,3,4,1,5,5,5,6,3,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
29973,5.0,380,3.0,1770,2.0,830,3.0,2372,5.0,1642,5.0,1170,5.0,1100,1.0,1312,5.0,1473,3.0,1258,5.0,1644,3.0,866,1.0,491,5.0,483,1.0,647,3.0,725,4.0,746,3.0,1085,3.0,545,1.0,753,10s,1,1,2,Male,1,1,White,Christian_Catholic,3,7,7,7,7,7,7,7,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29974,5.0,2503,5.0,6111,5.0,5652,5.0,5105,4.0,3550,1.0,6687,5.0,3112,5.0,9300,5.0,13231,1.0,9828,5.0,8527,3.0,2428,5.0,7872,1.0,2366,4.0,5181,5.0,6763,5.0,2524,5.0,2240,1.0,3408,4.0,5956,30s,2,2,4,Male,1,1,Asian,Atheist,5,2,4,2,4,2,2,2,4,7,1,2,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
29975,4.0,359,1.0,969,2.0,618,2.0,500,2.0,1147,3.0,790,2.0,531,2.0,886,5.0,1368,2.0,1970,5.0,1323,3.0,5228,3.0,896,4.0,401,2.0,565,1.0,867,4.0,374,4.0,561,2.0,2391,2.0,752,20s,3,1,3,Male,1,2,White,Jewish,1,0,1,5,1,5,1,2,0,3,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
29976,1.0,996,3.0,685,1.0,12981,2.0,1073,1.0,910,3.0,1144,4.0,571,1.0,818,3.0,1147,3.0,1605,5.0,659,3.0,965,1.0,458,3.0,1232,4.0,650,3.0,490,4.0,709,3.0,719,3.0,585,3.0,771,20s,3,1,2,Female,1,1,White,Atheist,2,6,2,0,0,3,1,3,5,6,2,2,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1
29977,1.0,751,4.0,1240,4.0,2440,3.0,515,1.0,866,2.0,779,2.0,1313,2.0,1140,2.0,1869,3.0,2268,3.0,671,5.0,1140,3.0,1190,1.0,332,5.0,662,3.0,992,4.0,338,3.0,1966,5.0,937,5.0,395,20s,2,1,2,Female,1,3,White,Agnostic,4,6,1,4,1,1,2,4,1,5,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
29978,1.0,437,1.0,803,1.0,1574,1.0,922,3.0,1928,1.0,940,2.0,2604,1.0,3112,3.0,3855,2.0,5154,5.0,1588,5.0,1967,1.0,2675,5.0,957,5.0,1814,1.0,992,1.0,1016,5.0,1037,4.0,1278,4.0,1565,20s,3,2,1,Female,1,1,White,Christian_Catholic,5,1,4,2,2,0,0,2,0,6,1,2,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0
29979,2.0,518,2.0,1173,5.0,505,3.0,719,1.0,774,4.0,1057,5.0,497,1.0,1514,2.0,1992,4.0,1862,4.0,2017,5.0,704,3.0,548,3.0,916,3.0,1126,3.0,1521,3.0,1059,2.0,1285,4.0,1677,5.0,737,20s,3,1,3,Female,1,1,White,Christian_Protestant,5,3,1,2,3,0,0,4,2,3,1,2,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
29980,1.0,868,3.0,1429,4.0,745,1.0,594,1.0,1431,2.0,940,2.0,592,1.0,1209,2.0,2567,4.0,1276,3.0,938,5.0,1131,4.0,1030,1.0,650,5.0,962,2.0,1098,2.0,947,4.0,2340,3.0,583,5.0,1026,20s,2,1,1,Male,1,1,White,Atheist,5,1,5,2,1,3,4,2,5,2,2,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
29981,5.0,376,1.0,1170,2.0,616,5.0,1464,1.0,675,4.0,1224,4.0,1104,1.0,787,5.0,1459,1.0,883,5.0,633,2.0,1594,1.0,497,5.0,390,1.0,473,1.0,651,5.0,445,5.0,933,1.0,753,1.0,578,40s,3,1,3,Female,1,2,Black,Other,2,5,1,5,1,4,0,5,1,5,3,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
29982,1.0,442,4.0,566,2.0,1039,1.0,502,1.0,643,1.0,358,2.0,540,2.0,1888,2.0,1021,5.0,876,4.0,1071,5.0,568,5.0,388,2.0,407,5.0,440,5.0,583,3.0,451,2.0,1567,5.0,412,5.0,693,20s,3,1,3,Male,0,1,White,Atheist,5,2,3,2,2,0,1,2,2,4,2,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
29983,4.0,1089,1.0,1322,5.0,1139,3.0,3313,4.0,2040,4.0,1313,4.0,1877,1.0,3211,5.0,5074,2.0,3999,5.0,972,5.0,2975,4.0,2648,2.0,1309,4.0,2970,2.0,1584,3.0,1532,1.0,2636,4.0,1649,5.0,887,30s,2,2,2,Female,1,1,White,Atheist,3,2,1,2,1,3,0,5,3,3,3,2,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
29984,3.0,3521,4.0,3854,5.0,1333,3.0,2638,4.0,9645,4.0,2702,5.0,2326,4.0,2115,3.0,2982,5.0,1661,3.0,1723,3.0,2912,5.0,2020,2.0,1714,5.0,4580,4.0,3373,2.0,1468,1.0,4069,4.0,2825,5.0,5365,20s,2,2,2,Male,1,1,Asian,Atheist,6,5,5,2,3,4,4,0,6,3,1,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
29985,1.0,347,5.0,1715,5.0,923,1.0,587,1.0,1292,1.0,1224,3.0,1510,1.0,1569,1.0,1740,5.0,1098,3.0,4365,5.0,1958,5.0,659,1.0,851,5.0,532,5.0,789,1.0,822,5.0,905,5.0,346,5.0,662,20s,2,1,3,Male,1,1,Black,Other,3,0,0,2,0,0,6,3,0,6,3,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
29986,1.0,411,3.0,652,5.0,504,1.0,668,1.0,597,1.0,571,1.0,338,3.0,1069,1.0,1307,5.0,973,3.0,671,5.0,671,5.0,440,1.0,401,5.0,405,5.0,471,1.0,382,1.0,519,5.0,493,5.0,390,20s,2,1,2,Male,1,2,White,Christian_Other,2,1,1,6,2,1,5,4,1,3,3,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
29987,1.0,1520,5.0,2109,2.0,595,1.0,941,4.0,1178,4.0,1275,5.0,15478,5.0,2315,5.0,4214,4.0,2233,5.0,6062,5.0,673,5.0,1020,4.0,821,5.0,1493,2.0,1886,3.0,3859,2.0,26910,1.0,635,1.0,3513,30s,2,1,0,Female,1,2,White,Agnostic,5,2,1,0,1,2,0,5,5,6,2,2,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
29988,4.0,715,1.0,825,5.0,718,1.0,3010,1.0,886,2.0,980,5.0,555,3.0,1095,1.0,2245,4.0,1457,5.0,896,5.0,818,5.0,848,5.0,465,5.0,628,1.0,679,5.0,543,2.0,1067,5.0,522,5.0,1136,20s,2,1,3,Male,1,1,Other,Christian_Catholic,6,2,4,0,0,0,0,0,5,0,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
29989,1.0,5955,5.0,3038,5.0,1728,1.0,2669,2.0,9725,5.0,715,4.0,2248,1.0,1304,5.0,20299,4.0,1752,5.0,8485,1.0,5598,1.0,1183,5.0,5665,4.0,6787,1.0,1816,4.0,9241,2.0,3819,4.0,2742,5.0,2357,40s,3,1,5,Female,1,2,White,Christian_Other,1,2,1,5,0,5,0,5,3,3,2,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
29990,4.0,2166,4.0,11820,2.0,19713,4.0,2732,5.0,2094,4.0,752,2.0,1874,1.0,4459,4.0,12858,4.0,21179,4.0,3304,1.0,2920,1.0,18744,4.0,1826,2.0,2460,2.0,1247,2.0,680,4.0,2085,1.0,4890,2.0,1454,20s,3,2,3,Female,1,1,Asian,Muslim,1,1,5,4,0,4,1,4,5,6,2,2,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1
29991,1.0,839,4.0,1677,4.0,1783,2.0,1289,1.0,3285,2.0,1521,2.0,2114,4.0,2714,3.0,3111,1.0,1505,4.0,1341,3.0,1948,2.0,1178,2.0,1007,4.0,1031,5.0,1091,2.0,1711,2.0,1216,5.0,879,3.0,1338,10s,1,1,2,Female,1,1,White,Christian_Catholic,2,2,2,1,3,2,0,2,5,4,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1
29992,1.0,617,5.0,1011,5.0,648,1.0,1084,4.0,1570,1.0,699,2.0,725,1.0,1105,1.0,1430,4.0,2129,2.0,1305,5.0,2169,5.0,751,1.0,542,4.0,944,5.0,533,3.0,510,2.0,1154,5.0,450,5.0,955,10s,2,2,3,Male,1,1,White,Christian_Catholic,2,1,5,1,3,2,0,2,5,4,3,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
29993,4.0,864,1.0,692,2.0,1159,2.0,804,2.0,547,2.0,771,4.0,3981,1.0,1356,5.0,1945,1.0,847,5.0,448,5.0,697,1.0,759,4.0,423,1.0,492,2.0,1681,5.0,304,2.0,993,2.0,633,2.0,1190,40s,2,1,3,Female,1,2,White,Agnostic,0,6,1,5,0,6,0,5,0,4,2,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
29994,4.0,424,4.0,1372,2.0,907,1.0,119,1.0,1697,1.0,603,1.0,202,1.0,1499,1.0,1997,4.0,1200,4.0,1072,5.0,1061,4.0,1242,4.0,460,2.0,1482,2.0,763,4.0,693,2.0,864,4.0,866,4.0,923,20s,3,2,1,Female,1,1,White,Christian_Catholic,5,1,6,5,0,0,2,2,2,6,3,2,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
29995,1.0,871,5.0,972,5.0,599,1.0,512,3.0,1055,1.0,520,1.0,407,2.0,1201,2.0,1760,3.0,1235,1.0,824,5.0,824,5.0,766,1.0,1127,4.0,879,2.0,742,2.0,584,1.0,637,4.0,895,3.0,823,20s,2,1,4,Male,1,1,White,Other,4,4,2,6,0,1,2,5,0,6,1,2,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
29996,3.0,385,5.0,1040,4.0,751,2.0,599,1.0,856,2.0,667,4.0,596,3.0,859,3.0,999,3.0,837,4.0,1680,5.0,511,4.0,512,2.0,521,2.0,446,4.0,535,3.0,432,4.0,1301,1.0,498,3.0,978,10s,2,2,1,Male,2,1,Asian,Buddhist,2,2,1,1,0,1,2,0,4,6,3,2,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
29997,2.0,365,4.0,3106,5.0,380,1.0,808,5.0,693,2.0,409,2.0,1043,2.0,1373,2.0,2813,4.0,1134,4.0,1442,4.0,1295,4.0,836,4.0,455,4.0,740,4.0,850,2.0,838,3.0,1529,1.0,577,5.0,524,20s,3,1,2,Female,1,1,White,Christian_Other,1,2,1,1,0,5,2,2,2,6,2,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
29998,2.0,1341,1.0,2247,1.0,934,1.0,874,1.0,1095,1.0,780,5.0,775,4.0,1788,1.0,7231,4.0,1480,5.0,711,5.0,1202,3.0,1160,4.0,813,4.0,1362,1.0,8857,2.0,974,5.0,1275,1.0,260,3.0,2120,20s,4,2,2,Female,1,2,White,Atheist,2,6,3,1,3,1,3,6,3,2,2,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1
29999,1.0,604,1.0,903,5.0,1071,4.0,1270,5.0,1106,5.0,1899,3.0,1148,3.0,1967,5.0,1718,2.0,3134,5.0,1097,5.0,1471,1.0,819,5.0,451,1.0,732,1.0,1642,2.0,1483,5.0,843,1.0,671,1.0,1340,50s,3,2,2,Male,1,3,White,Atheist,1,0,0,2,0,6,0,5,4,6,3,2,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
30000,4.0,482,2.0,1210,4.0,1061,2.0,769,3.0,903,2.0,554,4.0,703,3.0,2456,2.0,2637,1.0,784,5.0,1257,5.0,1312,4.0,1232,5.0,430,4.0,714,3.0,1202,5.0,440,4.0,1390,3.0,460,2.0,917,10s,2,1,3,Female,1,1,Other,Agnostic,3,2,2,1,1,2,1,2,5,4,2,2,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
30001,1.0,581,5.0,809,1.0,743,2.0,642,2.0,1679,1.0,327,5.0,397,2.0,2913,3.0,1440,5.0,656,2.0,397,5.0,28355,4.0,549,4.0,498,4.0,654,2.0,610,5.0,417,5.0,1265,5.0,1075,4.0,812,10s,1,1,2,Male,1,1,White,Christian_Other,1,4,2,3,1,4,2,0,2,6,1,2,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
30002,1.0,352,5.0,493,5.0,436,1.0,423,1.0,569,1.0,356,1.0,824,5.0,397,1.0,1257,5.0,652,1.0,992,5.0,368,5.0,583,1.0,324,5.0,444,5.0,347,1.0,260,5.0,428,5.0,276,5.0,547,30s,3,1,2,Male,1,1,White,Atheist,0,6,6,6,0,6,6,6,6,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30003,2.0,1022,5.0,824,4.0,984,2.0,914,2.0,1301,2.0,1655,3.0,1898,3.0,1999,2.0,3779,5.0,975,3.0,1523,4.0,2358,3.0,1426,3.0,932,3.0,1673,3.0,822,2.0,1272,4.0,906,3.0,994,5.0,1869,10s,2,2,2,Female,1,1,Asian,Christian_Catholic,2,2,0,1,2,2,0,3,5,3,3,2,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1
30004,4.0,523,1.0,880,4.0,1064,5.0,1335,3.0,1385,1.0,1048,5.0,462,1.0,1236,5.0,3492,5.0,7987,5.0,1227,5.0,1139,1.0,946,4.0,818,4.0,576,4.0,1165,5.0,349,2.0,2747,4.0,1299,4.0,1437,20s,0,2,1,Female,1,1,White,Christian_Catholic,1,4,2,2,1,2,1,5,1,4,3,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
30005,2.0,492,5.0,921,5.0,795,1.0,883,1.0,678,1.0,666,1.0,801,1.0,1731,1.0,1295,2.0,1430,2.0,2377,5.0,1018,5.0,780,1.0,730,5.0,666,3.0,738,1.0,506,1.0,687,3.0,908,4.0,1140,50s,3,2,3,Female,1,2,Other,Other,6,3,2,6,6,0,4,6,5,3,3,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
